battle_id,attacker_name,defender_name,winner_name,attacker_bst,defender_bst,type_multiplier,attacker_type,defender_type,battle_date
373,jigglypuff,pidgey,jigglypuff,270,251,1.0,normal,normal,2025-09-13
374,fearow,gyarados,gyarados,442,540,1.0,normal,water,2026-02-15
375,kadabra,chansey,chansey,400,450,1.0,psychic,normal,2025-06-12
376,vaporeon,zubat,vaporeon,525,245,1.0,water,poison,2025-10-14
377,voltorb,marowak,marowak,330,425,0.0,electric,ground,2025-03-25
378,kakuna,seel,kakuna,205,325,1.0,bug,water,2026-01-18
379,snorlax,kingler,snorlax,540,475,1.0,normal,water,2025-04-05
380,jigglypuff,seel,jigglypuff,270,325,1.0,normal,water,2025-04-02
381,vulpix,shellder,vulpix,299,305,0.5,fire,water,2025-04-06
382,electrode,nidoking,nidoking,490,505,1.0,electric,poison,2026-01-23
383,slowbro,articuno,slowbro,490,580,1.0,water,ice,2025-09-20
384,nidorino,jolteon,nidorino,365,525,1.0,poison,electric,2025-03-29
385,koffing,lapras,koffing,340,535,1.0,poison,water,2025-09-03
386,slowbro,parasect,parasect,490,405,1.0,water,bug,2025-09-14
387,electabuzz,diglett,diglett,490,265,0.0,electric,ground,2025-12-27
388,wigglytuff,raticate,wigglytuff,435,413,1.0,normal,normal,2026-01-15
389,gyarados,omastar,omastar,540,495,2.0,water,rock,2025-06-11
390,caterpie,dewgong,dewgong,195,475,1.0,bug,water,2025-04-25
391,nidoking,hypno,nidoking,505,483,1.0,poison,psychic,2025-12-05
392,oddish,chansey,oddish,320,450,1.0,grass,normal,2025-09-02
393,poliwhirl,tangela,tangela,385,435,0.5,water,grass,2025-07-21
394,poliwag,porygon,poliwag,300,395,1.0,water,normal,2025-07-10
395,diglett,onix,onix,265,385,2.0,ground,rock,2025-05-19
396,chansey,seaking,seaking,450,450,1.0,normal,water,2025-08-24
397,magikarp,flareon,magikarp,200,525,2.0,water,fire,2025-12-15
398,meowth,clefable,clefable,290,483,1.0,normal,fairy,2026-02-09
399,jynx,drowzee,jynx,455,328,1.0,ice,psychic,2026-01-14
400,eevee,nidoran-m,eevee,325,273,1.0,normal,poison,2025-12-15
401,weepinbell,horsea,horsea,390,295,2.0,grass,water,2025-12-22
402,rhydon,arbok,arbok,485,448,2.0,ground,poison,2025-11-14
403,horsea,shellder,shellder,295,305,0.5,water,water,2025-08-07
404,kakuna,exeggcute,kakuna,205,325,2.0,bug,grass,2025-11-07
405,kingler,spearow,kingler,475,262,1.0,water,normal,2026-02-21
406,magneton,raichu,raichu,465,485,0.5,electric,electric,2025-04-09
407,seel,ninetales,seel,325,505,2.0,water,fire,2025-10-12
408,starmie,clefable,clefable,520,483,1.0,water,fairy,2025-07-10
409,kangaskhan,ivysaur,ivysaur,490,405,1.0,normal,grass,2026-02-26
410,machop,mankey,mankey,305,305,1.0,fighting,fighting,2025-05-31
411,flareon,koffing,flareon,525,340,1.0,fire,poison,2025-10-11
412,poliwhirl,rapidash,poliwhirl,385,500,2.0,water,fire,2025-11-05
413,lickitung,goldeen,lickitung,385,320,1.0,normal,water,2025-06-25
414,omanyte,charmeleon,omanyte,355,405,2.0,rock,fire,2025-05-17
415,poliwrath,vulpix,poliwrath,510,299,2.0,water,fire,2026-03-07
416,cloyster,poliwrath,poliwrath,525,510,0.5,water,water,2025-12-02
417,fearow,jolteon,jolteon,442,525,1.0,normal,electric,2026-02-01
418,jolteon,kabuto,jolteon,525,355,1.0,electric,rock,2025-06-21
419,aerodactyl,charizard,aerodactyl,515,534,2.0,rock,fire,2025-07-10
420,butterfree,voltorb,voltorb,395,330,1.0,bug,electric,2025-10-29
421,charmeleon,gastly,gastly,405,310,1.0,fire,ghost,2025-09-12
422,poliwrath,sandshrew,poliwrath,510,300,2.0,water,ground,2025-09-18
423,clefairy,butterfree,clefairy,323,395,1.0,fairy,bug,2025-09-15
424,vileplume,seaking,seaking,490,450,2.0,grass,water,2025-07-05
425,parasect,clefairy,parasect,405,323,0.5,bug,fairy,2025-07-16
426,caterpie,golem,caterpie,195,495,1.0,bug,rock,2025-11-25
427,metapod,magnemite,magnemite,205,325,1.0,bug,electric,2025-06-17
428,exeggcute,kabuto,exeggcute,325,355,2.0,grass,rock,2026-02-17
429,venomoth,geodude,venomoth,450,300,1.0,bug,rock,2026-02-11
430,dodrio,weepinbell,dodrio,470,390,1.0,normal,grass,2025-08-31
431,rhydon,exeggutor,exeggutor,485,530,0.5,ground,grass,2025-08-22
432,dewgong,venonat,dewgong,475,305,1.0,water,bug,2025-06-26
433,onix,eevee,onix,385,325,1.0,rock,normal,2026-01-24
434,koffing,spearow,koffing,340,262,1.0,poison,normal,2025-12-05
435,kabuto,golem,kabuto,355,495,1.0,rock,rock,2026-01-26
436,doduo,golem,golem,310,495,0.5,normal,rock,2025-05-03
437,weezing,oddish,weezing,490,320,2.0,poison,grass,2025-09-09
438,kangaskhan,metapod,metapod,490,205,1.0,normal,bug,2025-09-08
439,rhydon,victreebel,victreebel,485,490,0.5,ground,grass,2026-02-06
440,raticate,cubone,raticate,413,320,1.0,normal,ground,2025-03-25
441,zubat,wartortle,zubat,245,405,1.0,poison,water,2025-04-30
442,chansey,blastoise,chansey,450,530,1.0,normal,water,2025-11-07
443,gengar,haunter,gengar,500,405,2.0,ghost,ghost,2025-05-21
444,blastoise,wigglytuff,wigglytuff,530,435,1.0,water,normal,2025-08-30
445,drowzee,tangela,tangela,328,435,1.0,psychic,grass,2025-05-18
446,clefable,flareon,flareon,483,525,0.5,fairy,fire,2025-09-28
447,tentacool,kadabra,kadabra,335,400,1.0,water,psychic,2026-02-22
448,venonat,tauros,tauros,305,490,1.0,bug,normal,2025-05-24
449,nidoqueen,machamp,machamp,505,505,1.0,poison,fighting,2025-03-12
450,kangaskhan,golduck,golduck,490,500,1.0,normal,water,2025-10-12
451,magmar,meowth,magmar,495,290,1.0,fire,normal,2026-01-29
452,horsea,vileplume,vileplume,295,490,0.5,water,grass,2025-07-23
453,ekans,magneton,magneton,288,465,1.0,poison,electric,2025-03-09
454,pidgeotto,kabutops,kabutops,349,495,0.5,normal,rock,2025-10-05
455,zubat,vileplume,vileplume,245,490,2.0,poison,grass,2025-06-20
456,growlithe,nidoran-m,nidoran-m,350,273,1.0,fire,poison,2025-12-26
457,poliwhirl,pinsir,poliwhirl,385,500,1.0,water,bug,2025-05-28
458,dratini,onix,onix,300,385,1.0,dragon,rock,2025-05-29
459,nidoking,ekans,nidoking,505,288,0.5,poison,poison,2025-08-16
460,scyther,jolteon,scyther,500,525,1.0,bug,electric,2025-08-10
461,dragonair,rattata,dragonair,420,253,1.0,dragon,normal,2025-09-26
462,rattata,horsea,horsea,253,295,1.0,normal,water,2025-06-16
463,muk,nidorino,nidorino,500,365,0.5,poison,poison,2025-05-29
464,mew,parasect,parasect,600,405,1.0,psychic,bug,2025-12-31
465,rhyhorn,magikarp,magikarp,345,200,1.0,ground,water,2026-02-07
466,nidoran-m,eevee,nidoran-m,273,325,1.0,poison,normal,2025-12-13
467,golbat,farfetchd,farfetchd,455,377,1.0,poison,normal,2025-11-12
468,muk,eevee,eevee,500,325,1.0,poison,normal,2026-01-26
469,alakazam,dugtrio,dugtrio,500,425,1.0,psychic,ground,2025-05-29
470,victreebel,nidorino,nidorino,490,365,0.5,grass,poison,2025-04-27
471,porygon,arbok,arbok,395,448,1.0,normal,poison,2025-12-11
472,dragonite,wigglytuff,dragonite,600,435,1.0,dragon,normal,2025-04-22
473,dewgong,zapdos,dewgong,475,580,1.0,water,electric,2026-02-21
474,spearow,butterfree,butterfree,262,395,1.0,normal,bug,2025-05-16
475,machamp,psyduck,psyduck,505,320,1.0,fighting,water,2025-08-06
476,wartortle,tauros,tauros,405,490,1.0,water,normal,2025-06-01
477,graveler,rapidash,graveler,390,500,2.0,rock,fire,2025-03-22
478,cubone,ponyta,cubone,320,410,2.0,ground,fire,2025-03-20
479,pidgey,zubat,pidgey,251,245,1.0,normal,poison,2025-07-03
480,seaking,persian,seaking,450,440,1.0,water,normal,2025-12-24
481,magnemite,magneton,magneton,325,465,0.5,electric,electric,2025-09-12
482,exeggutor,nidoking,nidoking,530,505,0.5,grass,poison,2025-06-17
483,articuno,sandslash,articuno,580,450,2.0,ice,ground,2025-07-12
484,nidoran-m,bellsprout,nidoran-m,273,300,2.0,poison,grass,2025-12-25
485,pikachu,weedle,pikachu,320,195,1.0,electric,bug,2025-08-23
486,lickitung,kadabra,kadabra,385,400,1.0,normal,psychic,2025-12-16
487,doduo,dragonair,dragonair,310,420,1.0,normal,dragon,2025-11-30
488,zubat,tauros,tauros,245,490,1.0,poison,normal,2025-07-11
489,tauros,slowpoke,tauros,490,315,1.0,normal,water,2026-01-20
490,electrode,gyarados,electrode,490,540,2.0,electric,water,2025-11-04
491,mankey,mewtwo,mewtwo,305,680,0.5,fighting,psychic,2026-02-10
492,tentacruel,pinsir,pinsir,515,500,1.0,water,bug,2025-04-07
493,starmie,geodude,starmie,520,300,2.0,water,rock,2026-01-11
494,rhyhorn,clefairy,clefairy,345,323,1.0,ground,fairy,2025-09-01
495,cubone,gengar,cubone,320,500,1.0,ground,ghost,2026-02-09
496,moltres,articuno,moltres,580,580,2.0,fire,ice,2025-05-28
497,geodude,rattata,geodude,300,253,1.0,rock,normal,2025-07-20
498,kabutops,tentacool,tentacool,495,335,1.0,rock,water,2025-04-22
499,nidoqueen,nidorino,nidorino,505,365,0.5,poison,poison,2025-08-18
500,drowzee,dewgong,dewgong,328,475,1.0,psychic,water,2025-09-01
501,vulpix,dugtrio,dugtrio,299,425,1.0,fire,ground,2025-08-14
502,magikarp,metapod,magikarp,200,205,1.0,water,bug,2025-12-27
503,seel,mr-mime,mr-mime,325,460,1.0,water,psychic,2025-12-21
504,ditto,clefable,ditto,288,483,1.0,normal,fairy,2025-04-28
505,magneton,golbat,magneton,465,455,1.0,electric,poison,2025-04-26
506,ponyta,dewgong,dewgong,410,475,0.5,fire,water,2025-06-20
507,porygon,magmar,magmar,395,495,1.0,normal,fire,2025-10-05
508,mr-mime,charmeleon,mr-mime,460,405,1.0,psychic,fire,2025-03-28
509,nidoran-f,hitmonchan,hitmonchan,275,455,1.0,poison,fighting,2025-03-20
510,squirtle,mr-mime,squirtle,314,460,1.0,water,psychic,2025-04-06
511,dragonite,dragonair,dragonite,600,420,2.0,dragon,dragon,2026-02-09
512,mewtwo,scyther,mewtwo,680,500,1.0,psychic,bug,2025-04-19
513,krabby,ninetales,ninetales,325,505,2.0,water,fire,2025-11-03
514,blastoise,dratini,dratini,530,300,0.5,water,dragon,2026-01-10
515,venomoth,charmeleon,charmeleon,450,405,0.5,bug,fire,2025-08-05
516,jigglypuff,hitmonlee,hitmonlee,270,455,1.0,normal,fighting,2025-08-09
517,magikarp,starmie,starmie,200,520,0.5,water,water,2026-02-04
518,clefable,eevee,clefable,483,325,1.0,fairy,normal,2025-09-22
519,scyther,jolteon,scyther,500,525,1.0,bug,electric,2025-12-09
520,goldeen,porygon,goldeen,320,395,1.0,water,normal,2025-09-07
521,machamp,jynx,machamp,505,455,2.0,fighting,ice,2025-11-01
522,tentacool,snorlax,tentacool,335,540,1.0,water,normal,2025-10-06
523,geodude,psyduck,psyduck,300,320,1.0,rock,water,2025-06-30
524,magneton,scyther,magneton,465,500,1.0,electric,bug,2025-10-18
525,geodude,nidoran-m,nidoran-m,300,273,1.0,rock,poison,2025-06-02
526,krabby,exeggcute,exeggcute,325,325,0.5,water,grass,2025-12-23
527,graveler,metapod,graveler,390,205,2.0,rock,bug,2025-03-07
528,spearow,muk,muk,262,500,1.0,normal,poison,2025-04-06
529,machop,scyther,machop,305,500,0.5,fighting,bug,2025-06-05
530,weepinbell,articuno,articuno,390,580,1.0,grass,ice,2025-12-27
531,sandslash,mew,sandslash,450,600,1.0,ground,psychic,2026-02-10
532,flareon,growlithe,growlithe,525,350,0.5,fire,fire,2026-02-09
533,raichu,hitmonlee,raichu,485,455,1.0,electric,fighting,2025-07-09
534,raichu,clefable,raichu,485,483,1.0,electric,fairy,2025-05-30
535,zubat,marowak,marowak,245,425,0.5,poison,ground,2025-07-07
536,scyther,meowth,meowth,500,290,1.0,bug,normal,2025-10-11
537,farfetchd,geodude,geodude,377,300,0.5,normal,rock,2026-01-21
538,dratini,poliwag,poliwag,300,300,1.0,dragon,water,2026-02-16
539,vileplume,hitmonchan,hitmonchan,490,455,1.0,grass,fighting,2025-12-07
540,caterpie,exeggcute,exeggcute,195,325,2.0,bug,grass,2025-12-02
541,graveler,caterpie,graveler,390,195,2.0,rock,bug,2025-05-21
542,sandslash,seel,sandslash,450,325,1.0,ground,water,2025-04-13
543,kabuto,jolteon,jolteon,355,525,1.0,rock,electric,2025-12-29
544,gyarados,staryu,gyarados,540,340,0.5,water,water,2026-01-09
545,dodrio,golbat,golbat,470,455,1.0,normal,poison,2025-04-10
546,machop,venonat,machop,305,305,0.5,fighting,bug,2025-09-16
547,golem,moltres,moltres,495,580,2.0,rock,fire,2025-11-29
548,vileplume,cubone,cubone,490,320,2.0,grass,ground,2025-06-17
549,doduo,ekans,doduo,310,288,1.0,normal,poison,2026-01-18
550,venonat,clefable,clefable,305,483,0.5,bug,fairy,2025-10-31
551,ivysaur,machoke,ivysaur,405,405,1.0,grass,fighting,2025-07-22
552,bellsprout,dodrio,bellsprout,300,470,1.0,grass,normal,2025-05-18
553,venusaur,machoke,machoke,525,405,1.0,grass,fighting,2025-03-18
554,poliwhirl,pidgey,pidgey,385,251,1.0,water,normal,2025-07-12
555,slowpoke,zubat,slowpoke,315,245,1.0,water,poison,2025-06-23
556,slowbro,nidoqueen,nidoqueen,490,505,1.0,water,poison,2025-10-07
557,onix,primeape,onix,385,455,0.5,rock,fighting,2025-12-29
558,scyther,wigglytuff,scyther,500,435,1.0,bug,normal,2025-05-01
559,drowzee,hitmonchan,hitmonchan,328,455,2.0,psychic,fighting,2025-07-09
560,omanyte,mankey,mankey,355,305,0.5,rock,fighting,2025-03-24
561,spearow,jolteon,jolteon,262,525,1.0,normal,electric,2025-03-12
562,haunter,raticate,raticate,405,413,0.0,ghost,normal,2026-01-09
563,pidgey,kabutops,kabutops,251,495,0.5,normal,rock,2025-11-24
564,dratini,omanyte,dratini,300,355,1.0,dragon,rock,2025-09-21
565,vaporeon,tangela,vaporeon,525,435,0.5,water,grass,2025-11-22
566,mewtwo,magmar,mewtwo,680,495,1.0,psychic,fire,2025-06-19
567,kangaskhan,beedrill,kangaskhan,490,395,1.0,normal,bug,2025-06-18
568,hitmonchan,seadra,seadra,455,440,1.0,fighting,water,2025-05-25
569,seaking,slowpoke,slowpoke,450,315,0.5,water,water,2025-08-17
570,machop,bulbasaur,bulbasaur,305,318,1.0,fighting,grass,2025-05-15
571,rattata,butterfree,butterfree,253,395,1.0,normal,bug,2025-03-14
572,pidgeotto,omastar,omastar,349,495,0.5,normal,rock,2026-01-31
573,starmie,blastoise,starmie,520,530,0.5,water,water,2025-12-05
574,clefairy,lickitung,clefairy,323,385,1.0,fairy,normal,2025-08-24
575,kangaskhan,hypno,kangaskhan,490,483,1.0,normal,psychic,2025-03-23
576,omastar,clefairy,clefairy,495,323,1.0,rock,fairy,2025-09-10
577,nidoqueen,paras,paras,505,285,1.0,poison,bug,2025-08-18
578,flareon,nidorino,nidorino,525,365,1.0,fire,poison,2025-11-13
579,bulbasaur,charizard,charizard,318,534,0.5,grass,fire,2025-07-13
580,kabuto,koffing,koffing,355,340,1.0,rock,poison,2025-11-10
581,kadabra,goldeen,kadabra,400,320,1.0,psychic,water,2025-10-17
582,venomoth,nidoran-f,venomoth,450,275,0.5,bug,poison,2025-04-03
583,lickitung,charmeleon,lickitung,385,405,1.0,normal,fire,2026-02-01
584,raichu,blastoise,raichu,485,530,2.0,electric,water,2025-03-28
585,weedle,abra,abra,195,310,2.0,bug,psychic,2025-08-14
586,chansey,poliwag,chansey,450,300,1.0,normal,water,2026-02-07
587,clefable,magikarp,magikarp,483,200,1.0,fairy,water,2025-11-08
588,dragonair,magneton,magneton,420,465,1.0,dragon,electric,2025-03-28
589,farfetchd,poliwhirl,farfetchd,377,385,1.0,normal,water,2025-12-24
590,vaporeon,primeape,vaporeon,525,455,1.0,water,fighting,2025-10-18
591,pidgey,snorlax,snorlax,251,540,1.0,normal,normal,2025-12-08
592,weezing,snorlax,snorlax,490,540,1.0,poison,normal,2025-09-12
593,krabby,jolteon,krabby,325,525,1.0,water,electric,2025-08-06
594,marowak,jigglypuff,marowak,425,270,1.0,ground,normal,2025-12-03
595,omanyte,mr-mime,omanyte,355,460,1.0,rock,psychic,2025-11-12
596,ponyta,vulpix,vulpix,410,299,0.5,fire,fire,2026-02-06
597,articuno,hitmonlee,hitmonlee,580,455,1.0,ice,fighting,2025-05-26
598,flareon,clefairy,flareon,525,323,1.0,fire,fairy,2025-10-28
599,persian,dodrio,dodrio,440,470,1.0,normal,normal,2025-07-20
600,onix,arbok,arbok,385,448,1.0,rock,poison,2025-11-30
601,kakuna,bellsprout,kakuna,205,300,2.0,bug,grass,2025-05-02
602,metapod,rattata,metapod,205,253,1.0,bug,normal,2025-05-11
603,articuno,mankey,articuno,580,305,1.0,ice,fighting,2025-09-18
604,rapidash,charmander,rapidash,500,309,0.5,fire,fire,2025-11-30
605,nidoqueen,scyther,scyther,505,500,1.0,poison,bug,2025-03-16
606,persian,exeggcute,exeggcute,440,325,1.0,normal,grass,2025-05-29
607,farfetchd,tentacruel,farfetchd,377,515,1.0,normal,water,2025-06-07
608,gastly,slowpoke,gastly,310,315,1.0,ghost,water,2025-06-18
609,tauros,staryu,tauros,490,340,1.0,normal,water,2025-07-10
610,magneton,persian,magneton,465,440,1.0,electric,normal,2025-08-08
611,butterfree,zapdos,zapdos,395,580,1.0,bug,electric,2025-12-23
612,charmeleon,machoke,machoke,405,405,1.0,fire,fighting,2025-05-12
613,dragonite,hitmonchan,dragonite,600,455,1.0,dragon,fighting,2025-11-27
614,dodrio,arcanine,dodrio,470,555,1.0,normal,fire,2025-11-02
615,tauros,kabutops,kabutops,490,495,0.5,normal,rock,2025-03-22
616,dewgong,machop,machop,475,305,1.0,water,fighting,2025-06-30
617,magmar,goldeen,magmar,495,320,0.5,fire,water,2025-09-08
618,gloom,clefable,clefable,395,483,1.0,grass,fairy,2025-06-30
619,venonat,omastar,omastar,305,495,1.0,bug,rock,2026-02-05
620,jolteon,blastoise,blastoise,525,530,2.0,electric,water,2026-01-28
621,weedle,ivysaur,weedle,195,405,2.0,bug,grass,2025-04-19
622,poliwag,pidgeot,pidgeot,300,479,1.0,water,normal,2026-03-03
623,mankey,gyarados,gyarados,305,540,1.0,fighting,water,2026-02-05
624,jynx,electabuzz,jynx,455,490,1.0,ice,electric,2025-06-08
625,aerodactyl,hitmonlee,aerodactyl,515,455,0.5,rock,fighting,2025-06-09
626,victreebel,omanyte,omanyte,490,355,2.0,grass,rock,2026-02-27
627,magikarp,rhyhorn,rhyhorn,200,345,2.0,water,ground,2025-12-06
628,sandslash,pikachu,sandslash,450,320,2.0,ground,electric,2025-11-04
629,diglett,jolteon,diglett,265,525,2.0,ground,electric,2025-09-07
630,bellsprout,exeggcute,bellsprout,300,325,0.5,grass,grass,2025-08-12
631,goldeen,zapdos,goldeen,320,580,1.0,water,electric,2025-03-16
632,growlithe,ponyta,ponyta,350,410,0.5,fire,fire,2026-01-25
633,blastoise,arbok,blastoise,530,448,1.0,water,poison,2025-08-26
634,aerodactyl,mr-mime,aerodactyl,515,460,1.0,rock,psychic,2026-03-03
635,gloom,fearow,fearow,395,442,1.0,grass,normal,2025-07-28
636,dodrio,zapdos,zapdos,470,580,1.0,normal,electric,2026-01-18
637,flareon,metapod,flareon,525,205,2.0,fire,bug,2025-03-18
638,moltres,mr-mime,moltres,580,460,1.0,fire,psychic,2026-01-28
639,tentacool,kabuto,tentacool,335,355,2.0,water,rock,2026-02-19
640,paras,magnemite,paras,285,325,1.0,bug,electric,2025-11-21
641,mew,vulpix,vulpix,600,299,1.0,psychic,fire,2025-03-08
642,exeggcute,raticate,exeggcute,325,413,1.0,grass,normal,2025-05-23
643,poliwrath,moltres,moltres,510,580,2.0,water,fire,2025-08-20
644,omastar,dodrio,omastar,495,470,1.0,rock,normal,2025-12-26
645,spearow,magikarp,magikarp,262,200,1.0,normal,water,2025-09-11
646,kakuna,raichu,raichu,205,485,1.0,bug,electric,2026-01-28
647,grimer,exeggcute,exeggcute,325,325,2.0,poison,grass,2025-09-21
648,wartortle,weepinbell,weepinbell,405,390,0.5,water,grass,2025-07-20
649,magmar,arcanine,arcanine,495,555,0.5,fire,fire,2025-08-27
650,rhyhorn,venonat,venonat,345,305,0.5,ground,bug,2025-04-03
651,krabby,fearow,fearow,325,442,1.0,water,normal,2025-10-07
652,kadabra,rattata,kadabra,400,253,1.0,psychic,normal,2025-12-19
653,krabby,wigglytuff,wigglytuff,325,435,1.0,water,normal,2025-09-26
654,haunter,sandslash,haunter,405,450,1.0,ghost,ground,2025-10-01
655,tangela,haunter,haunter,435,405,1.0,grass,ghost,2026-01-14
656,nidoking,ekans,nidoking,505,288,0.5,poison,poison,2025-07-21
657,snorlax,ditto,snorlax,540,288,1.0,normal,normal,2026-02-22
658,ekans,cloyster,cloyster,288,525,1.0,poison,water,2025-05-06
659,doduo,kingler,doduo,310,475,1.0,normal,water,2025-08-08
660,voltorb,fearow,fearow,330,442,1.0,electric,normal,2025-05-25
661,abra,dratini,dratini,310,300,1.0,psychic,dragon,2025-03-22
662,krabby,gloom,krabby,325,395,0.5,water,grass,2025-10-04
663,bellsprout,pinsir,bellsprout,300,500,0.5,grass,bug,2025-12-12
664,rhydon,victreebel,victreebel,485,490,0.5,ground,grass,2025-07-03
665,raticate,haunter,haunter,413,405,0.0,normal,ghost,2025-11-01
666,pinsir,dugtrio,pinsir,500,425,1.0,bug,ground,2025-12-28
667,rapidash,ivysaur,ivysaur,500,405,2.0,fire,grass,2025-09-18
668,krabby,dodrio,dodrio,325,470,1.0,water,normal,2025-07-30
669,clefairy,ponyta,ponyta,323,410,0.5,fairy,fire,2025-03-17
670,meowth,scyther,meowth,290,500,1.0,normal,bug,2025-08-16
671,magneton,graveler,graveler,465,390,1.0,electric,rock,2025-04-17
672,magmar,dragonair,dragonair,495,420,0.5,fire,dragon,2025-09-22
673,hypno,tentacool,tentacool,483,335,1.0,psychic,water,2025-08-18
674,gengar,nidorina,nidorina,500,365,1.0,ghost,poison,2025-11-25
675,kabuto,parasect,parasect,355,405,2.0,rock,bug,2025-05-30
676,squirtle,seaking,seaking,314,450,0.5,water,water,2025-11-20
677,chansey,graveler,graveler,450,390,0.5,normal,rock,2026-01-31
678,marowak,tauros,marowak,425,490,1.0,ground,normal,2025-10-03
679,poliwrath,alakazam,alakazam,510,500,1.0,water,psychic,2025-08-03
680,hypno,rattata,hypno,483,253,1.0,psychic,normal,2025-05-05
681,scyther,mewtwo,scyther,500,680,2.0,bug,psychic,2025-06-21
682,lickitung,kabuto,lickitung,385,355,0.5,normal,rock,2025-09-04
683,omanyte,fearow,omanyte,355,442,1.0,rock,normal,2025-10-31
684,cloyster,oddish,oddish,525,320,0.5,water,grass,2026-02-13
685,zapdos,exeggutor,exeggutor,580,530,0.5,electric,grass,2025-09-19
686,rhyhorn,sandslash,rhyhorn,345,450,1.0,ground,ground,2025-10-26
687,primeape,lapras,lapras,455,535,1.0,fighting,water,2025-05-26
688,dragonite,dragonair,dragonite,600,420,2.0,dragon,dragon,2025-08-28
689,electrode,seaking,seaking,490,450,2.0,electric,water,2025-05-10
690,magikarp,jigglypuff,magikarp,200,270,1.0,water,normal,2026-02-23
691,jynx,sandshrew,jynx,455,300,2.0,ice,ground,2026-01-23
692,nidorina,vulpix,nidorina,365,299,1.0,poison,fire,2025-09-13
693,seadra,persian,persian,440,440,1.0,water,normal,2025-09-10
